id,label
0,0
1,1
2,0
3,0
4,3
5,3
6,4
7,4
8,4
9,2
10,0
11,0
12,4
13,2
14,6
15,2
16,2
17,5
18,5
19,3
20,4
21,5
22,0
23,4
24,0
25,6
26,4
27,4
28,0
29,5
30,3
31,6
32,3
33,6
34,4
35,0
36,0
37,2
38,4
39,3
40,0
41,4
42,0
43,0
44,4
45,3
46,5
47,3
48,5
49,6
50,0
51,3
52,5
53,4
54,4
55,3
56,2
57,0
58,5
59,3
60,6
61,3
62,4
63,5
64,5
65,3
66,5
67,0
68,2
69,0
70,0
71,5
72,4
73,3
74,2
75,6
76,5
77,6
78,4
79,4
80,4
81,2
82,6
83,4
84,5
85,4
86,3
87,3
88,0
89,3
90,6
91,0
92,3
93,0
94,0
95,0
96,2
97,3
98,3
99,0
100,3
101,6
102,0
103,3
104,0
105,0
106,6
107,6
108,2
109,4
110,3
111,4
112,0
113,4
114,3
115,0
116,3
117,6
118,2
119,6
120,5
121,4
122,0
123,2
124,4
125,0
126,3
127,6
128,5
129,5
130,2
131,0
132,2
133,6
134,0
135,5
136,5
137,3
138,6
139,6
140,6
141,3
142,1
143,0
144,2
145,0
146,3
147,3
148,3
149,2
150,0
151,0
152,5
153,3
154,5
155,5
156,0
157,5
158,0
159,3
160,0
161,3
162,3
163,3
164,0
165,6
166,0
167,0
168,5
169,3
170,4
171,4
172,5
173,0
174,4
175,0
176,4
177,0
178,4
179,5
180,6
181,3
182,2
183,3
184,3
185,4
186,4
187,3
188,3
189,3
190,0
191,0
192,5
193,5
194,3
195,4
196,5
197,6
198,0
199,4
200,6
201,3
202,0
203,3
204,3
205,5
206,0
207,4
208,0
209,5
210,0
211,0
212,0
213,0
214,4
215,5
216,2
217,4
218,4
219,3
220,3
221,0
222,5
223,4
224,0
225,3
226,5
227,4
228,0
229,0
230,3
231,0
232,5
233,0
234,0
235,4
236,4
237,4
238,0
239,2
240,3
241,4
242,6
243,0
244,1
245,0
246,3
247,6
248,1
249,0
250,4
251,4
252,0
253,0
254,4
255,0
256,0
257,4
258,2
259,6
260,0
261,6
262,0
263,4
264,2
265,0
266,2
267,3
268,3
269,4
270,0
271,4
272,5
273,0
274,5
275,3
276,4
277,5
278,0
279,0
280,3
281,5
282,6
283,2
284,0
285,6
286,0
287,6
288,4
289,6
290,0
291,0
292,6
293,0
294,3
295,0
296,2
297,0
298,0
299,0
300,4
301,4
302,0
303,3
304,0
305,3
306,5
307,3
308,3
309,3
310,3
311,6
312,0
313,0
314,0
315,4
316,4
317,2
318,2
319,3
320,4
321,2
322,0
323,6
324,0
325,0
326,4
327,3
328,3
329,0
330,3
331,3
332,0
333,3
334,0
335,3
336,0
337,0
338,0
339,3
340,0
341,5
342,4
343,0
344,0
345,0
346,3
347,3
348,0
349,0
350,4
351,0
352,6
353,3
354,0
355,4
356,3
357,0
358,3
359,2
360,3
361,0
362,3
363,0
364,5
365,3
366,3
367,3
368,2
369,4
370,0
371,6
372,4
373,0
374,4
375,2
376,0
377,0
378,4
379,4
380,6
381,5
382,3
383,0
384,3
385,6
386,3
387,5
388,6
389,0
390,0
391,0
392,3
393,5
394,0
395,5
396,2
397,2
398,4
399,0
400,4
401,5
402,3
403,6
404,0
405,6
406,5
407,5
408,5
409,5
410,3
411,5
412,4
413,3
414,3
415,0
416,0
417,0
418,5
419,4
420,6
421,3
422,4
423,4
424,0
425,0
426,4
427,3
428,3
429,0
430,0
431,4
432,2
433,6
434,3
435,0
436,4
437,2
438,0
439,0
440,6
441,0
442,6
443,4
444,0
445,4
446,0
447,0
448,0
449,1
450,0
451,3
452,6
453,0
454,4
455,5
456,4
457,4
458,4
459,6
460,5
461,5
462,5
463,3
464,6
465,4
466,0
467,3
468,6
469,0
470,3
471,5
472,0
473,0
474,0
475,3
476,3
477,6
478,2
479,4
480,0
481,6
482,6
483,4
484,4
485,4
486,6
487,5
488,3
489,6
490,3
491,4
492,3
493,0
494,4
495,4
496,0
497,0
498,4
499,0
500,6
501,0
502,3
503,5
504,6
505,4
506,3
507,6
508,2
509,0
510,4
511,3
512,4
513,4
514,5
515,3
516,5
517,4
518,0
519,4
520,3
521,6
522,0
523,6
524,3
525,3
526,3
527,0
528,0
529,0
530,0
531,3
532,5
533,5
534,0
535,6
536,0
537,4
538,5
539,4
540,4
541,0
542,6
543,6
544,0
545,0
546,0
547,4
548,3
549,3
550,4
551,4
552,0
553,4
554,0
555,4
556,0
557,4
558,0
559,4
560,1
561,0
562,5
563,0
564,2
565,5
566,6
567,5
568,2
569,0
570,6
571,3
572,6
573,0
574,0
575,0
576,4
577,3
578,4
579,4
580,0
581,3
582,0
583,3
584,5
585,0
586,0
587,5
588,0
589,4
590,6
591,0
592,0
593,0
594,3
595,0
596,4
597,0
598,4
599,0
600,4
601,6
602,4
603,6
604,3
605,4
606,0
607,0
608,0
609,4
610,0
611,5
612,3
613,4
614,5
615,6
616,0
617,6
618,4
619,6
620,0
621,3
622,0
623,3
624,3
625,3
626,4
627,2
628,0
629,3
630,0
631,3
632,0
633,4
634,0
635,4
636,0
637,0
638,0
639,0
640,5
641,4
642,3
643,0
644,3
645,4
646,3
647,0
648,5
649,4
650,0
651,4
652,4
653,3
654,4
655,0
656,3
657,4
658,0
659,5
660,0
661,3
662,3
663,3
664,3
665,5
666,4
667,0
668,4
669,0
670,4
671,0
672,6
673,0
674,0
675,6
676,6
677,4
678,0
679,6
680,0
681,0
682,0
683,0
684,2
685,6
686,6
687,3
688,4
689,3
690,3
691,0
692,0
693,0
694,4
695,6
696,2
697,3
698,0
699,2
700,0
701,3
702,4
703,0
704,5
705,0
706,3
707,0
708,3
709,3
710,0
711,0
712,2
713,3
714,0
715,3
716,6
717,4
718,4
719,0
720,0
721,3
722,3
723,0
724,4
725,0
726,0
727,5
728,0
729,0
730,3
731,4
732,6
733,6
734,0
735,0
736,6
737,4
738,0
739,3
740,0
741,0
742,6
743,3
744,3
745,4
746,0
747,3
748,0
749,3
750,4
751,3
752,0
753,0
754,6
755,4
756,0
757,0
758,3
759,4
760,0
761,0
762,0
763,3
764,6
765,3
766,0
767,3
768,0
769,0
770,3
771,5
772,4
773,0
774,0
775,5
776,3
777,0
778,0
779,0
780,4
781,6
782,6
783,4
784,0
785,6
786,3
787,0
788,4
789,0
790,0
791,0
792,3
793,0
794,4
795,3
796,6
797,5
798,0
799,5
800,3
801,0
802,5
803,0
804,6
805,3
806,5
807,4
808,0
809,0
810,3
811,2
812,4
813,6
814,0
815,4
816,6
817,0
818,4
819,2
820,6
821,5
822,6
823,0
824,5
825,6
826,5
827,0
828,5
829,4
830,0
831,5
832,5
833,4
834,0
835,0
836,4
837,0
838,2
839,0
840,0
841,4
842,5
843,4
844,4
845,0
846,3
847,4
848,0
849,5
850,0
851,4
852,4
853,0
854,0
855,2
856,4
857,3
858,4
859,0
860,4
861,5
862,0
863,4
864,4
865,0
866,0
867,0
868,3
869,4
870,3
871,3
872,0
873,0
874,6
875,2
876,0
877,0
878,3
879,0
880,3
881,4
882,0
883,6
884,5
885,2
886,0
887,4
888,4
889,5
890,4
891,5
892,4
893,4
894,0
895,6
896,1
897,3
898,4
899,6
900,0
901,3
902,3
903,6
904,5
905,3
906,0
907,5
908,4
909,5
910,5
911,4
912,0
913,0
914,4
915,6
916,4
917,6
918,4
919,0
920,6
921,0
922,3
923,6
924,4
925,3
926,0
927,4
928,6
929,2
930,0
931,0
932,2
933,4
934,4
935,0
936,3
937,0
938,3
939,3
940,3
941,0
942,6
943,0
944,0
945,4
946,4
947,4
948,3
949,3
950,5
951,2
952,4
953,2
954,0
955,0
956,4
957,6
958,0
959,2
960,0
961,0
962,6
963,5
964,2
965,0
966,0
967,2
968,3
969,3
970,3
971,4
972,0
973,0
974,0
975,0
976,0
977,0
978,3
979,6
980,4
981,5
982,0
983,0
984,2
985,0
986,3
987,0
988,3
989,0
990,0
991,3
992,4
993,4
994,0
995,0
996,4
997,0
998,4
999,3
1000,2
1001,4
1002,0
1003,0
1004,0
1005,6
1006,0
1007,4
1008,0
1009,0
1010,0
1011,0
1012,0
1013,3
1014,4
1015,0
1016,0
1017,0
1018,3
1019,4
1020,6
1021,0
1022,0
1023,0
1024,0
1025,4
1026,0
1027,4
1028,0
1029,6
1030,0
1031,0
1032,3
1033,0
1034,4
1035,3
1036,3
1037,0
1038,5
1039,6
1040,4
1041,4
1042,3
1043,4
1044,3
1045,0
1046,3
1047,4
1048,0
1049,0
1050,3
1051,4
1052,4
1053,4
1054,5
1055,3
1056,4
1057,4
1058,3
1059,4
1060,3
